date,admission_revenue,is_weekday,is_holiday,receipt_rows,distinct_receipts,first_receipt_hour,last_receipt_hour,actual_tickets,temperature_high,temperature_low,average_temperature,precipitation,precipitation_reported,weather_condition,wind_speed,humidity,weather_hour_count,year,month_number,month_name,week_of_year,day_of_month,day_of_week,day_of_week_number,is_weekend,season,days_since_season_open,days_until_season_close,precipitation_indicator,temperature_band,seven_day_rolling_average,prior_operating_day_attendance,attendance_change_from_prior_day,attendance_percent_change_from_prior_day,attendance_category,operating_status
2024-07-20,4240.0,0,False,152,152,12,17,471,102.92,81.7,94.99555555555555,0.0,False,sky is clear,25.32,28.444444444444443,9.0,2024,7,July,29,20,Saturday,6,True,Peak season,65,42,False,95 and above,297.42857142857144,168.0,303.0,180.35714285714283,Very High,Observed operating date
2024-07-21,5879.0,0,False,160,160,12,16,653,94.01,74.57,88.10444444444445,0.0,False,sky is clear,23.02,37.333333333333336,9.0,2024,7,July,29,21,Sunday,7,True,Peak season,66,41,False,85 to 94,315.2857142857143,471.0,182.0,38.64118895966029,Very High,Observed operating date
2024-07-22,2579.0,1,False,67,67,14,17,429,105.28,85.28,97.18111111111111,0.0,False,sky is clear,11.5,28.22222222222222,9.0,2024,7,July,30,22,Monday,1,False,Peak season,67,40,False,95 and above,331.85714285714283,653.0,-224.0,-34.30321592649312,Very High,Observed operating date
2024-07-23,282.0,1,False,11,11,14,15,47,104.94,89.85,99.99555555555555,0.0,False,sky is clear,14.0,22.11111111111111,9.0,2024,7,July,30,23,Tuesday,2,False,Peak season,68,39,False,95 and above,311.2857142857143,429.0,-382.0,-89.04428904428904,Low,Observed operating date
2024-07-24,1106.0,1,False,56,56,14,17,184,102.69,87.4,97.59555555555556,0.0,False,sky is clear,10.36,25.22222222222222,9.0,2024,7,July,30,24,Wednesday,3,False,Peak season,69,38,False,95 and above,306.2857142857143,47.0,137.0,291.48936170212767,Typical,Observed operating date
2024-07-25,2123.0,1,False,113,113,14,17,353,102.56,83.86,95.64333333333333,0.0,False,sky is clear,18.41,26.333333333333332,9.0,2024,7,July,30,25,Thursday,4,False,Peak season,70,37,False,95 and above,329.2857142857143,184.0,169.0,91.84782608695652,High,Observed operating date
2024-07-26,456.0,1,False,19,19,14,15,76,97.72,76.28,91.32777777777778,0.0,False,sky is clear,32.21,23.555555555555557,9.0,2024,7,July,30,26,Friday,5,False,Peak season,71,36,False,95 and above,316.14285714285717,353.0,-277.0,-78.47025495750708,Low,Observed operating date
2024-07-27,2376.0,0,False,74,74,12,17,264,79.07,62.28,72.45111111111112,0.0,False,sky is clear,27.63,41.77777777777778,9.0,2024,7,July,30,27,Saturday,6,True,Peak season,72,35,False,75 to 84,286.57142857142856,76.0,188.0,247.3684210526316,High,Observed operating date
2024-07-30,10.0,1,False,2,2,17,17,1,91.06,75.4,85.00333333333333,0.0,False,sky is clear,24.16,43.0,9.0,2024,7,July,31,30,Tuesday,2,False,Peak season,75,32,False,85 to 94,193.42857142857142,264.0,-263.0,-99.62121212121212,Low,Observed operating date
2024-08-01,6.0,1,False,2,2,17,17,1,99.27,78.06,91.89888888888889,0.0,False,sky is clear,13.0,28.11111111111111,9.0,2024,8,August,31,1,Thursday,4,False,Late season,77,30,False,95 and above,132.28571428571428,1.0,0.0,0.0,Low,Observed operating date
2024-08-03,5635.0,0,False,178,178,12,16,626,101.26,84.27,96.34555555555556,0.0,False,sky is clear,16.11,22.77777777777778,9.0,2024,8,August,31,3,Saturday,6,True,Late season,79,28,False,95 and above,215.0,1.0,625.0,62500.0,Very High,Observed operating date
2024-08-04,1854.0,0,False,56,56,12,16,206,97.72,77.74,91.73777777777778,0.0,False,sky is clear,18.41,28.88888888888889,9.0,2024,8,August,31,4,Sunday,7,True,Late season,80,27,False,95 and above,218.14285714285714,626.0,-420.0,-67.0926517571885,Typical,Observed operating date
2024-08-07,10.0,1,False,2,2,15,15,1,103.57,87.44,97.49,0.0,False,sky is clear,20.71,17.444444444444443,9.0,2024,8,August,32,7,Wednesday,3,False,Late season,83,24,False,95 and above,167.85714285714286,206.0,-205.0,-99.51456310679612,Low,Observed operating date
2024-08-08,15.5,1,False,3,3,14,17,2,97.72,79.83,91.11777777777777,0.0,False,sky is clear,23.02,23.0,9.0,2024,8,August,32,8,Thursday,4,False,Late season,84,23,False,95 and above,157.28571428571428,1.0,1.0,100.0,Low,Observed operating date
2024-08-10,3117.0,0,False,88,88,12,17,346,99.27,78.06,91.88444444444445,0.0,False,sky is clear,21.85,28.22222222222222,9.0,2024,8,August,32,10,Saturday,6,True,Late season,86,21,False,95 and above,169.0,2.0,344.0,17200.0,High,Observed operating date
2024-08-11,432.0,0,False,14,14,12,15,48,93.06,77.86,87.41000000000001,0.0,False,sky is clear,18.41,30.22222222222222,9.0,2024,8,August,32,11,Sunday,7,True,Late season,87,20,False,85 to 94,175.71428571428572,346.0,-298.0,-86.12716763005781,Low,Observed operating date
2024-08-17,2511.0,0,False,77,77,12,16,279,83.05,71.69,78.60444444444445,0.0,False,sky is clear,21.85,54.0,9.0,2024,8,August,33,17,Saturday,6,True,Late season,93,14,False,75 to 84,215.42857142857142,48.0,231.0,481.25,High,Observed operating date
2024-08-18,1720.0,0,False,64,64,12,15,191,85.06,71.73,80.01222222222222,0.0,False,sky is clear,17.27,37.888888888888886,9.0,2024,8,August,33,18,Sunday,7,True,Late season,94,13,False,85 to 94,153.28571428571428,279.0,-88.0,-31.54121863799283,Typical,Observed operating date
2024-08-22,5.0,1,False,1,1,17,17,0,79.27,66.69,74.97333333333333,0.0,False,sky is clear,17.0,47.44444444444444,9.0,2024,8,August,34,22,Thursday,4,False,Late season,98,9,False,75 to 84,123.85714285714286,191.0,-191.0,-100.0,Low,Observed operating date
2024-08-24,846.0,0,False,23,23,12,16,94,81.57,68.05,76.03666666666668,0.0,False,broken clouds,15.01,45.77777777777778,9.0,2024,8,August,34,24,Saturday,6,True,Late season,100,7,False,75 to 84,137.14285714285714,0.0,94.0,,Low,Observed operating date
2024-08-25,720.0,0,False,29,29,14,16,80,89.4,73.81,82.77111111111111,0.0,False,sky is clear,12.66,32.44444444444444,9.0,2024,8,August,34,25,Sunday,7,True,Late season,101,6,False,85 to 94,148.28571428571428,94.0,-14.0,-14.893617021276595,Low,Observed operating date
2024-08-29,381.0,1,False,3,3,14,14,63,94.86,74.82,86.33777777777777,0.0,False,sky is clear,14.97,34.44444444444444,9.0,2024,8,August,35,29,Thursday,4,False,Late season,105,2,False,85 to 94,107.85714285714286,80.0,-17.0,-21.250000000000004,Low,Observed operating date
2024-08-31,2412.0,0,False,81,81,12,16,268,94.57,74.73,86.22999999999999,0.0,False,sky is clear,18.01,35.0,9.0,2024,8,August,35,31,Saturday,6,True,Late season,107,0,False,85 to 94,139.28571428571428,63.0,205.0,325.3968253968254,High,Observed operating date
2025-05-17,1437.0,0,False,38,38,12,16,159,77.05,63.72,72.19111111111111,0.0,False,scattered clouds,23.0,44.666666666666664,9.0,2025,5,May,20,17,Saturday,6,True,Early season,1,106,False,75 to 84,122.14285714285714,268.0,-109.0,-40.67164179104478,Typical,Observed operating date
2025-05-18,1872.0,0,False,60,60,12,15,208,83.05,68.74,77.74111111111111,0.0,False,sky is clear,18.99,29.11111111111111,9.0,2025,5,May,20,18,Sunday,7,True,Early season,2,105,False,75 to 84,124.57142857142857,159.0,49.0,30.817610062893074,Typical,Observed operating date
2025-05-22,72.0,1,False,1,1,17,17,12,81.57,67.06,77.13444444444445,0.0,False,sky is clear,25.32,35.0,9.0,2025,5,May,21,22,Thursday,4,False,Early season,6,101,False,75 to 84,126.28571428571429,208.0,-196.0,-94.23076923076923,Low,Observed operating date
2025-05-24,2466.0,0,False,75,75,12,15,274,81.01,64.26,75.51555555555555,0.0,False,sky is clear,28.77,44.111111111111114,9.0,2025,5,May,21,24,Saturday,6,True,Early season,8,99,False,75 to 84,152.0,12.0,262.0,2183.333333333333,High,Observed operating date
2025-05-25,4086.0,0,False,135,135,12,17,454,76.06,63.7,71.84555555555556,0.0,False,sky is clear,36.82,43.333333333333336,9.0,2025,5,May,21,25,Sunday,7,True,Early season,9,98,False,75 to 84,205.42857142857142,274.0,180.0,65.69343065693431,Very High,Observed operating date
2025-05-26,4149.0,1,True,138,138,12,16,691,77.4,65.28,73.14888888888889,0.0,False,sky is clear,23.02,45.666666666666664,9.0,2025,5,May,22,26,Monday,1,False,Early season,10,97,False,75 to 84,295.14285714285717,454.0,237.0,52.20264317180616,Very High,Observed operating date
2025-05-31,5895.0,0,False,175,175,12,15,655,104.27,88.29,98.01222222222222,0.0,False,sky is clear,21.85,25.0,9.0,2025,5,May,22,31,Saturday,6,True,Early season,15,92,False,95 and above,350.42857142857144,691.0,-36.0,-5.209840810419686,Very High,Observed operating date
2025-06-01,4333.0,0,False,149,149,12,16,481,87.03,68.68,81.47111111111111,0.0,False,sky is clear,26.46,35.333333333333336,9.0,2025,6,June,22,1,Sunday,7,True,Early season,16,91,False,85 to 94,396.42857142857144,655.0,-174.0,-26.56488549618321,Very High,Observed operating date
2025-06-07,3510.0,0,False,99,99,12,15,390,89.46,71.06,84.1211111111111,0.0,False,sky is clear,20.71,37.22222222222222,9.0,2025,6,June,23,7,Saturday,6,True,Early season,22,85,False,85 to 94,422.42857142857144,481.0,-91.0,-18.918918918918916,Very High,Observed operating date
2025-06-08,7290.0,0,False,252,252,12,17,810,87.66,69.85,81.73666666666666,0.0,False,sky is clear,24.16,44.77777777777778,9.0,2025,6,June,23,8,Sunday,7,True,Early season,23,84,False,85 to 94,536.4285714285714,390.0,420.0,107.69230769230771,Very High,Observed operating date
2025-06-09,1343.0,1,False,68,68,14,17,223,91.08,70.86,81.93,0.0,False,sky is clear,27.63,38.55555555555556,9.0,2025,6,June,24,9,Monday,1,False,Early season,24,83,False,85 to 94,529.1428571428571,810.0,-587.0,-72.46913580246914,Typical,Observed operating date
2025-06-10,1404.0,1,False,79,79,14,17,234,88.83,68.68,80.85333333333334,0.0,False,sky is clear,28.77,39.55555555555556,9.0,2025,6,June,24,10,Tuesday,2,False,Early season,25,82,False,85 to 94,497.7142857142857,223.0,11.0,4.932735426008961,High,Observed operating date
2025-06-11,894.0,1,False,49,49,14,17,149,81.82,66.56,77.42777777777778,0.0,False,sky is clear,28.77,33.666666666666664,9.0,2025,6,June,24,11,Wednesday,3,False,Early season,26,81,False,75 to 84,420.2857142857143,234.0,-85.0,-36.32478632478633,Typical,Observed operating date
2025-06-12,1276.0,1,False,74,74,14,17,212,86.07,70.41,80.03888888888889,0.0,False,sky is clear,25.32,36.111111111111114,9.0,2025,6,June,24,12,Thursday,4,False,Early season,27,80,False,85 to 94,357.0,149.0,63.0,42.28187919463087,Typical,Observed operating date
2025-06-13,1524.0,1,False,80,80,14,16,254,84.4,71.56,80.20222222222222,0.0,False,sky is clear,23.02,31.11111111111111,9.0,2025,6,June,24,13,Friday,5,False,Early season,28,79,False,75 to 84,324.57142857142856,212.0,42.0,19.811320754716988,High,Observed operating date
2025-06-14,2321.75,0,False,79,79,12,15,257,86.56,70.86,80.77555555555556,0.0,False,sky is clear,17.27,32.111111111111114,9.0,2025,6,June,24,14,Saturday,6,True,Early season,29,78,False,85 to 94,305.57142857142856,254.0,3.0,1.1811023622047223,High,Observed operating date
2025-06-15,2044.25,0,False,73,73,12,17,227,90.27,74.01,84.10888888888888,0.0,False,sky is clear,11.99,33.333333333333336,9.0,2025,6,June,24,15,Sunday,7,True,Early season,30,77,False,85 to 94,222.28571428571428,257.0,-30.0,-11.673151750972766,High,Observed operating date
2025-06-16,186.0,1,False,8,8,14,15,31,86.02,68.86,81.10444444444445,0.0,False,sky is clear,27.63,31.77777777777778,9.0,2025,6,June,25,16,Monday,1,False,Early season,31,76,False,85 to 94,194.85714285714286,227.0,-196.0,-86.34361233480176,Low,Observed operating date
2025-06-17,1512.0,1,False,91,91,14,16,252,90.43,75.69,84.95444444444445,0.0,False,sky is clear,19.57,32.888888888888886,9.0,2025,6,June,25,17,Tuesday,2,False,Early season,32,75,False,85 to 94,197.42857142857142,31.0,221.0,712.9032258064516,High,Observed operating date
2025-06-18,2452.0,1,False,127,127,14,17,408,99.57,81.28,91.87222222222222,0.0,False,sky is clear,18.41,32.333333333333336,9.0,2025,6,June,25,18,Wednesday,3,False,Early season,33,74,False,95 and above,234.42857142857142,252.0,156.0,61.904761904761905,Very High,Observed operating date
2025-06-19,546.75,1,True,21,21,13,14,91,84.81,65.57,77.62777777777778,0.0,False,sky is clear,33.38,35.333333333333336,9.0,2025,6,June,25,19,Thursday,4,False,Early season,34,73,False,75 to 84,217.14285714285714,408.0,-317.0,-77.69607843137256,Low,Observed operating date
2025-06-20,1500.0,1,False,71,71,14,16,250,78.82,64.26,73.75333333333333,0.0,False,sky is clear,29.93,39.0,9.0,2025,6,June,25,20,Friday,5,False,Early season,35,72,False,75 to 84,216.57142857142858,91.0,159.0,174.72527472527472,High,Observed operating date
2025-06-21,3940.5,0,False,106,106,12,15,437,80.56,68.05,75.66333333333334,0.0,False,sky is clear,13.8,32.0,9.0,2025,6,June,25,21,Saturday,6,True,Early season,36,71,False,75 to 84,242.28571428571428,250.0,187.0,74.8,Very High,Observed operating date
2025-06-22,3052.5,0,False,113,113,12,17,339,84.4,72.28,79.30888888888889,0.0,False,sky is clear,11.5,30.666666666666668,9.0,2025,6,June,25,22,Sunday,7,True,Early season,37,70,False,75 to 84,258.2857142857143,437.0,-98.0,-22.425629290617856,High,Observed operating date
2025-06-23,804.0,1,False,47,47,14,17,134,91.81,76.82,85.30444444444444,0.0,False,sky is clear,14.97,31.11111111111111,9.0,2025,6,June,26,23,Monday,1,False,Early season,38,69,False,85 to 94,273.0,339.0,-205.0,-60.47197640117994,Typical,Observed operating date
2025-06-24,1710.0,1,False,86,86,14,17,285,85.06,67.69,79.08666666666666,0.0,False,sky is clear,27.63,33.666666666666664,9.0,2025,6,June,26,24,Tuesday,2,False,Early season,39,68,False,85 to 94,277.7142857142857,134.0,151.0,112.68656716417911,High,Observed operating date
2025-06-25,1781.0,1,False,95,95,14,17,296,90.57,69.4,83.60777777777778,0.0,False,sky is clear,25.32,35.0,9.0,2025,6,June,26,25,Wednesday,3,False,Early season,40,67,False,85 to 94,261.7142857142857,285.0,11.0,3.8596491228070073,High,Observed operating date
2025-06-26,1086.0,1,False,63,63,14,17,181,89.56,72.57,84.24444444444445,0.0,False,sky is clear,23.02,40.22222222222222,9.0,2025,6,June,26,26,Thursday,4,False,Early season,41,66,False,85 to 94,274.57142857142856,296.0,-115.0,-38.85135135135135,Typical,Observed operating date
2025-06-27,3198.0,1,False,174,174,14,17,533,96.69,80.82,90.58777777777777,0.0,False,sky is clear,13.8,35.22222222222222,9.0,2025,6,June,26,27,Friday,5,False,Early season,42,65,False,95 and above,315.0,181.0,352.0,194.47513812154696,Very High,Observed operating date
2025-06-28,2018.75,0,False,59,59,12,15,224,99.27,84.27,92.63333333333334,0.0,False,sky is clear,14.97,32.666666666666664,9.0,2025,6,June,26,28,Saturday,6,True,Early season,43,64,False,95 and above,284.57142857142856,533.0,-309.0,-57.973733583489675,Typical,Observed operating date
2025-06-29,4248.5,0,False,167,167,12,17,472,98.46,80.46,90.73444444444445,0.0,False,sky is clear,14.97,25.555555555555557,9.0,2025,6,June,26,29,Sunday,7,True,Early season,44,63,False,95 and above,303.57142857142856,224.0,248.0,110.71428571428572,Very High,Observed operating date
2025-06-30,2190.0,1,False,146,146,14,17,365,96.66,79.86,90.52444444444444,0.0,False,sky is clear,17.27,30.77777777777778,9.0,2025,6,June,27,30,Monday,1,False,Early season,45,62,False,95 and above,336.57142857142856,472.0,-107.0,-22.669491525423723,High,Observed operating date
2025-07-01,618.0,1,False,34,34,14,15,103,97.57,76.28,90.32777777777777,0.0,False,sky is clear,16.11,34.666666666666664,9.0,2025,7,July,27,1,Tuesday,2,False,Peak season,46,61,False,95 and above,310.57142857142856,365.0,-262.0,-71.78082191780821,Low,Observed operating date
2025-07-02,2158.0,1,False,115,115,14,17,359,96.66,78.69,90.19555555555556,0.0,False,sky is clear,25.32,35.77777777777778,9.0,2025,7,July,27,2,Wednesday,3,False,Peak season,47,60,False,95 and above,319.57142857142856,103.0,256.0,248.54368932038832,High,Observed operating date
2025-07-03,426.0,1,False,19,19,14,15,71,87.03,70.7,80.67333333333335,0.0,False,sky is clear,34.52,32.77777777777778,9.0,2025,7,July,27,3,Thursday,4,False,Peak season,48,59,False,85 to 94,303.85714285714283,359.0,-288.0,-80.22284122562674,Low,Observed operating date
2025-07-04,4930.25,1,True,181,181,12,17,821,84.02,69.57,80.14,0.0,False,sky is clear,27.63,29.555555555555557,9.0,2025,7,July,27,4,Friday,5,False,Peak season,49,58,False,75 to 84,345.0,71.0,750.0,1056.338028169014,Very High,Observed operating date
2025-07-05,4329.0,0,False,138,138,12,17,468,88.41,71.69,82.44999999999999,0.0,False,sky is clear,18.41,34.77777777777778,9.0,2025,7,July,27,5,Saturday,6,True,Peak season,50,57,False,85 to 94,379.85714285714283,821.0,-353.0,-42.996345919610235,Very High,Observed operating date
2025-07-06,5921.0,0,False,179,179,12,17,640,93.06,75.27,86.43666666666667,0.0,False,sky is clear,12.66,32.44444444444444,9.0,2025,7,July,27,6,Sunday,7,True,Peak season,51,56,False,85 to 94,403.85714285714283,468.0,172.0,36.75213675213676,Very High,Observed operating date
2025-07-07,1296.0,1,False,66,66,14,17,216,91.26,73.06,84.06777777777778,0.0,False,sky is clear,19.57,32.22222222222222,9.0,2025,7,July,28,7,Monday,1,False,Peak season,52,55,False,85 to 94,382.57142857142856,640.0,-424.0,-66.25,Typical,Observed operating date
2025-07-08,1332.0,1,False,75,75,14,17,222,87.66,70.86,80.77222222222223,0.0,False,sky is clear,11.99,38.77777777777778,9.0,2025,7,July,28,8,Tuesday,2,False,Peak season,53,54,False,85 to 94,399.57142857142856,216.0,6.0,2.777777777777768,Typical,Observed operating date
2025-07-09,1794.0,1,False,98,98,14,17,299,90.27,70.41,83.67777777777778,0.0,False,sky is clear,13.8,35.44444444444444,9.0,2025,7,July,28,9,Wednesday,3,False,Peak season,54,53,False,85 to 94,391.0,222.0,77.0,34.68468468468468,High,Observed operating date
2025-07-10,1570.0,1,False,92,92,14,17,261,101.26,82.81,94.10888888888888,0.0,False,sky is clear,15.01,29.666666666666668,9.0,2025,7,July,28,10,Thursday,4,False,Peak season,55,52,False,95 and above,418.14285714285717,299.0,-38.0,-12.70903010033445,High,Observed operating date
2025-07-11,2520.0,1,False,144,144,14,17,420,101.26,85.06,96.41555555555556,0.0,False,sky is clear,18.41,20.77777777777778,9.0,2025,7,July,28,11,Friday,5,False,Peak season,56,51,False,95 and above,360.85714285714283,261.0,159.0,60.91954022988506,Very High,Observed operating date
2025-07-12,4902.5,0,False,127,127,12,15,530,95.05,80.06,89.08,0.0,False,sky is clear,13.0,27.333333333333332,9.0,2025,7,July,28,12,Saturday,6,True,Peak season,57,50,False,95 and above,369.7142857142857,420.0,110.0,26.190476190476186,Very High,Observed operating date
2025-07-13,3024.75,0,False,79,79,12,15,327,98.46,75.85,88.75222222222222,0.0,False,sky is clear,14.97,22.555555555555557,9.0,2025,7,July,28,13,Sunday,7,True,Peak season,58,49,False,95 and above,325.0,530.0,-203.0,-38.301886792452834,High,Observed operating date
2025-07-14,2034.0,1,False,109,109,14,17,339,98.56,79.86,91.17333333333335,0.0,False,sky is clear,15.99,22.444444444444443,9.0,2025,7,July,29,14,Monday,1,False,Peak season,59,48,False,95 and above,342.57142857142856,327.0,12.0,3.669724770642202,High,Observed operating date
2025-07-15,1146.0,1,False,56,56,14,17,191,90.27,70.83,80.64222222222222,0.0,False,sky is clear,11.5,39.77777777777778,9.0,2025,7,July,29,15,Tuesday,2,False,Peak season,60,47,False,85 to 94,338.14285714285717,339.0,-148.0,-43.657817109144545,Typical,Observed operating date
2025-07-16,1464.0,1,False,73,73,14,17,244,84.06,69.28,79.64111111111112,0.0,False,sky is clear,18.41,30.555555555555557,9.0,2025,7,July,29,16,Wednesday,3,False,Peak season,61,46,False,75 to 84,330.2857142857143,191.0,53.0,27.748691099476442,High,Observed operating date
2025-07-17,630.0,1,False,32,32,14,16,105,88.07,71.44,81.61888888888888,0.0,False,sky is clear,15.01,37.333333333333336,9.0,2025,7,July,29,17,Thursday,4,False,Peak season,62,45,False,85 to 94,308.0,244.0,-139.0,-56.9672131147541,Low,Observed operating date
2025-07-18,1416.0,1,False,76,76,14,17,236,90.05,75.43,84.63222222222223,0.0,False,sky is clear,18.99,33.0,9.0,2025,7,July,29,18,Friday,5,False,Peak season,63,44,False,85 to 94,281.7142857142857,105.0,131.0,124.76190476190476,High,Observed operating date
2025-07-19,5069.0,0,False,151,151,12,17,548,91.26,71.28,85.28555555555555,0.0,False,sky is clear,19.57,31.11111111111111,9.0,2025,7,July,29,19,Saturday,6,True,Peak season,64,43,False,85 to 94,284.2857142857143,236.0,312.0,132.20338983050848,Very High,Observed operating date
2025-07-20,5332.25,0,False,167,167,12,17,576,92.26,68.68,83.06777777777778,0.0,False,sky is clear,28.77,37.0,9.0,2025,7,July,29,20,Sunday,7,True,Peak season,65,42,False,85 to 94,319.85714285714283,548.0,28.0,5.109489051094895,Very High,Observed operating date
2025-07-21,1151.0,1,False,61,61,14,17,191,81.82,66.43,76.3111111111111,0.0,False,sky is clear,33.38,46.333333333333336,9.0,2025,7,July,30,21,Monday,1,False,Peak season,66,41,False,75 to 84,298.7142857142857,576.0,-385.0,-66.84027777777779,Typical,Observed operating date
2025-07-22,432.0,1,False,27,27,14,17,72,77.07,65.57,72.58777777777777,0.0,False,sky is clear,19.57,54.22222222222222,9.0,2025,7,July,30,22,Tuesday,2,False,Peak season,67,40,False,75 to 84,281.7142857142857,191.0,-119.0,-62.30366492146597,Low,Observed operating date
2025-07-23,830.0,1,False,48,48,14,16,138,82.71,67.73,76.59555555555556,0.0,False,sky is clear,20.71,43.0,9.0,2025,7,July,30,23,Wednesday,3,False,Peak season,68,39,False,75 to 84,266.57142857142856,72.0,66.0,91.66666666666667,Typical,Observed operating date
2025-07-24,660.0,1,False,35,35,14,17,110,84.06,67.69,78.71666666666667,0.0,False,sky is clear,17.27,48.0,6.0,2025,7,July,30,24,Thursday,4,False,Peak season,69,38,False,75 to 84,267.2857142857143,138.0,-28.0,-20.28985507246377,Low,Observed operating date
2025-07-25,300.0,1,False,11,11,14,15,50,,,,,,,,,,2025,7,July,30,25,Friday,5,False,Peak season,70,37,False,Missing,240.71428571428572,110.0,-60.0,-54.54545454545454,Low,Observed operating date
2025-07-26,3311.5,0,False,103,103,12,17,358,,,,,,,,,,2025,7,July,30,26,Saturday,6,True,Peak season,71,36,False,Missing,213.57142857142858,50.0,308.0,616.0,High,Observed operating date
